,year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score
464,2016,NER,Niger,Sub-Saharan Africa,,,,4.150643838,8.222386047,10.0,5.581996287000001,2.5,7.03316539,8.655249965,6.754082327999999,9.8,7.5,0.0,0.0,0.0,5.766666667000001,6.914378347,10.0,10.0,0.0,6.666666667,,,7.5,9.295555556,6.6166666670000005,7.804074074,5.0,5.0,,,5.0,,,7.5,,,5.0,5.5,10.0,10.0,4.666666667,5.25,2.5,2.5,2.5,5.345238095,,5.0,0.0,2.5,10.0,10.0,10.0,0.0,4.166666667,5.714520097,129.0,6.538235294,9.839237057,6.0,7.0,3.0,5.0,6.8443680879999995,,4.3,,3.333333333,3.333333333,4.027930423,7.201903645,,,0.648648649,3.6594230939999997,8.782580864,9.318790791,9.965860000000001,0.0,7.016807914,3.819516225,7.56,7.0232,6.134238742000001,,4.3710213069999995,4.3710213069999995,10.0,,0.7692307690000001,2.101887185,1.435558977,5.485204757000001,10.0,7.379885429,10.0,9.126628476,1.6666666669999999,,,8.0,7.381038846,0.0,4.261926378,,5.1111111110000005,9.650010931,,9.411369785,6.973481854,7.78649342,7.058349425,6.01,131.0,5.862260048
465,2011,SVK,Slovak Rep.,Eastern Europe,,,,6.288422,9.349334648,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.616444883,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.611111111,7.872222222,8.827777778,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.333333332999999,7.75,10.0,10.0,10.0,9.44047619,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,8.803042117999999,25.0,4.7352941180000006,4.486376022,10.0,10.0,3.0,6.5,6.430417535,2.782838372,2.2925533330000003,5.141065888,10.0,6.666666667,4.534445658,9.678712962999999,4.8012921969999995,6.423607075,1.0,5.8134646839999995,9.512668695,9.561213828,9.216000000000001,10.0,9.572470631,9.65768705,8.94,6.2264,8.274695683,6.533215772,7.677720562999999,7.105468168,10.0,8.031096531000001,5.384615385,6.416287196,6.610666371000001,7.997707555,10.0,7.6001504429999995,9.0,8.866716814,6.666666667,4.177350678,6.806570313,8.0,10.0,10.0,7.608431276,2.671911432,7.424242424,9.398995437,3.926013083,6.240971856,7.679669421,6.223633942,7.566260678,7.48,32.0,8.141521059
466,2014,GNB,Guinea-Bissau,Sub-Saharan Africa,,,,3.047992325,6.180057647000001,10.0,10.0,5.0,10.0,10.0,9.0,5.0,10.0,5.0,0.0,2.5,5.833333333,7.00446366,10.0,10.0,10.0,10.0,,,,9.0,6.477777777999999,7.738888889,,,,,,,,,,,,,10.0,10.0,4.333333333,4.0,,,,7.083333333,,5.0,5.0,5.0,10.0,10.0,10.0,10.0,8.333333332999999,6.657558441,96.0,6.955882353,,0.0,10.0,7.0,8.5,5.151960784,1.7187369030000001,3.16,,2.5,4.166666667,3.4810000000000003,7.195355959,,,0.794871795,3.323767451,7.331246407999999,8.315097685,9.698151079,0.0,6.336123793,,7.62,7.2868,7.4534,,5.096473178,5.096473178,10.0,4.135101606,0.7692307690000001,1.5487589780000002,2.151030451,6.175225907000001,10.0,8.023506023,2.0,6.674502007999999,3.333333333,,,8.0,2.523009805,0.0,3.464085785,,3.777777778,8.125337112,,8.999172854,7.668460095,7.14268696,5.760424917000001,5.35,148.0,6.00377922
467,2013,SWE,Sweden,Western Europe,9.6,7.8,7.8,8.420634921,9.63807482,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.879358273,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.148888889,7.45,8.866296296,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.333333332999999,9.0,10.0,10.0,10.0,9.761904762,,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.333333332999999,9.271151738,5.0,1.205882353,4.38349243,7.0,2.0,0.0,1.0,3.397343696,7.844070897000001,6.750356203,7.820103483,9.166666667000001,10.0,6.14969173,8.321952355,7.802192587,6.922417338,1.0,7.8641612510000005,9.388021431,9.840041374,9.991141406,10.0,9.804801053,9.64,8.9,6.216,8.252,5.929836265,9.035348666,7.482592465,10.0,6.799528522,3.076923077,7.743794892,5.873415497000001,7.902001991000001,10.0,9.601416453999999,10.0,9.867138817999999,6.666666667,4.113580107,4.33379847,6.0,10.0,10.0,6.852340873999999,5.070149875,7.555555556,9.440518478,7.690088777000001,9.023243127,8.632462171,7.902002997,8.207160896,7.44,36.0,8.355575868999999
468,2013,SYC,Seychelles,Sub-Saharan Africa,,,,5.161768,2.238452002,10.0,10.0,,10.0,10.0,10.0,,,,,,,6.119226001,10.0,10.0,,10.0,,,,9.888888889,9.027777777999999,9.458333332999999,,,,,,,,,,,,,10.0,10.0,4.666666667,5.25,,,,7.479166667,,,,,0.0,10.0,5.0,,5.0,6.812436,92.0,0.497058824,9.14176544,7.0,10.0,10.0,10.0,6.659706066,5.197458798,4.482801894,5.252647057,8.6,,4.064276714,7.075346502,5.19739749,5.270841579,0.974358974,5.570255277,8.79809236,5.097164819,9.132212303,10.0,8.256867371,9.053333333,,,9.053333333,5.703680892,7.761563572999999,6.732622233,10.0,5.428854212,8.461538462,10.0,7.963464225,8.437354948,5.0,10.0,8.0,7.666666667,5.566666667000001,4.416327544,6.425230166,8.0,7.533160608999999,10.0,6.990230831,5.326781093999999,6.0,8.670974005,4.914861426,8.977920306,9.013579271000001,7.150686017000001,7.269194505,7.24,57.0,7.026217999999999
469,2013,UKR,Ukraine,Eastern Europe,4.9,5.2,3.3,4.455555556,7.464542925,10.0,10.0,2.5,9.992672318,9.986810172,8.495896497999999,10.0,7.5,10.0,10.0,10.0,9.166666667000001,8.37570203,10.0,10.0,10.0,10.0,7.5,7.5,7.5,8.482222222,7.45,7.810740741,7.5,7.5,5.0,5.0,5.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,3.666666667,4.0,10.0,5.0,10.0,7.523809524,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.491269422999999,62.0,5.435294118,3.458196927,10.0,10.0,4.0,7.0,6.473372761,1.693749224,2.454373839,2.8295192960000004,8.333333332999999,6.666666667,4.8026205,8.832298113,2.7473166260000004,4.750189083,0.756756757,4.20743894,8.35852597,8.033487921,9.944751381,0.0,6.584191317999999,9.353333333,9.1,7.9479999999999995,8.800444444,5.108077038,5.9847204210000005,5.54639873,10.0,4.132065038,0.0,5.86315899,3.331741343,6.919646129,8.0,2.477772186,10.0,6.825924062,5.566666667000001,4.881743652,6.530420836,6.0,9.251725385,0.0,5.371759422999999,3.118860553,4.666666667,9.315047471,3.1604894089999997,9.857461846,6.076735736,6.032543614,6.076742366,6.05,127.0,6.7706347110000005
470,2011,AUT,Austria,Western Europe,8.1,7.4392399970000005,7.479080917999999,7.7,9.64538437,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,9.833333332999999,9.826239235,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.722222222000001,7.127777778,8.616666667,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.333333333,8.0,10.0,10.0,10.0,9.333333332999999,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,9.176559809,13.0,4.205882353,3.3485240469999997,10.0,4.0,3.0,3.5,5.263601599999999,6.98605066,6.154273306,8.081644027000001,10.0,10.0,6.378971834,8.091044321,8.313388437,8.039258552,1.0,8.004959015,9.258738992,9.738330094,9.346,10.0,9.585767272,9.65768705,8.94,6.2264,8.274695683,6.4717872629999995,8.994303672000001,7.733045467,10.0,6.569139402,3.076923077,6.416287196,5.3541165589999995,7.840464427000001,8.0,9.194560605,10.0,9.064853535,10.0,4.189092143,2.5301938319999997,8.0,10.0,3.0,6.286547662,3.790589022,8.484848485,8.987140551,7.012367458,7.651382706000001,8.094414500000001,7.336790454,7.56273055,7.65,21.0,8.413279904
471,2012,KHM,Cambodia,South Asia,4.0,3.4,2.9,3.4238095239999997,9.262616312,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.587538771,5.0,10.0,10.0,8.333333332999999,7.5,7.5,7.5,9.426666667000001,8.844444444,8.59037037,7.5,5.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.0,3.232665167,9.323266517,2.333333333,4.0,10.0,10.0,10.0,6.984180717,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.343625516,69.0,9.785294118,9.60308909,2.0,10.0,10.0,10.0,7.847095802,2.945370221,4.180954657,4.405421887,5.9,,1.824541681,7.495313256,3.830222647,5.910993407,1.0,4.56160222,9.38422014,8.243861219,9.414,10.0,9.26052034,8.64,7.82,6.5556,7.671866667000001,5.4218795339999994,6.821397499,6.121638517,10.0,6.368583922000001,7.0,0.33187692399999996,4.566820282,7.090081366000001,,6.212640912,,6.212640912,5.566666667000001,6.194191471,6.863060466,10.0,6.299740913,5.0,6.653943253,4.184045319,2.888888889,4.998149439,3.152319518,4.935390321,8.060786521,4.703263334,5.856615832999999,6.92,77.0,7.131812758
472,2013,NLD,Netherlands,Western Europe,8.7,8.3,7.5,8.187301587,9.703082579,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.73436086,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.711111111,5.136111111,7.282407407000001,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.666666667000001,8.75,10.0,10.0,10.0,9.773809523999999,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.186037305,12.0,0.9117647059999999,3.425682235,8.0,3.0,3.0,3.0,3.834361735,8.482428412,7.2328428,8.074197203999999,10.0,10.0,5.138718524,7.947613359,8.382063023999999,7.053196145,1.0,8.034562163,9.441057717,9.704551327,9.50001117,10.0,9.661405054,9.64,8.9,6.216,8.252,6.364019532,9.203034686,7.7835271089999996,10.0,7.380175245,9.230769231,7.743794892,8.118246456,8.538443391,8.0,8.828348114,10.0,8.942782705,6.666666667,3.418799778,4.240297281,8.0,10.0,10.0,7.054293953999999,4.90679792,9.111111111,9.819411544,8.108495537000001,8.286573253,8.621252843999999,8.142273701,8.04645012,7.62,27.0,8.403018652
473,2012,MLI,Mali,Sub-Saharan Africa,,,,4.194611,5.128029916,10.0,5.460225852000001,2.5,9.916701392,9.437734394,7.462932328,1.5,10.0,0.0,0.0,0.0,3.833333333,5.4747651920000004,10.0,10.0,0.0,6.666666667,10.0,10.0,10.0,7.6111111110000005,3.377777778,6.996296296000001,10.0,10.0,10.0,7.5,8.75,10.0,10.0,10.0,10.0,10.0,10.0,9.75,10.0,10.0,5.666666667,4.75,5.0,5.0,7.5,6.845238095,,0.0,0.0,0.0,10.0,10.0,10.0,,5.0,5.943164154,127.0,6.482352941,9.884223907,8.0,5.0,2.0,3.5,6.966644212,2.7156616280000003,3.717146876,3.7750354369999997,4.2,5.0,2.632466106,5.507387265,4.113259964,3.7821005339999996,0.793103448,3.530726065,8.154076976,8.401100575,8.914,0.0,6.3672943879999995,8.173333332999999,7.62,7.2868,7.6933777779999994,4.372699252,5.9864734429999995,5.179586347,10.0,4.6401787610000005,0.7692307690000001,2.3231384680000002,2.577515999,6.3626200310000005,8.0,10.0,10.0,9.333333332999999,6.666666667,5.1824150069999995,6.622581567999999,8.0,7.5681075,0.0,5.673295124,3.9188073610000003,3.111111111,7.874312913,2.176997947,7.32619034,6.973481854,5.230150254,6.745592904,5.99,129.0,5.966582077000001
474,2015,BHR,Bahrain,Middle East & North Africa,,,,5.972326252999999,9.790481421,10.0,10.0,2.5,8.78509998,6.7926639479999995,7.615552786,10.0,7.5,0.0,0.0,0.0,5.833333333,7.746455847000001,10.0,5.0,5.0,6.666666667,,,10.0,8.288888888999999,4.994444444,7.761111111,5.0,0.0,,,0.0,,,10.0,,,10.0,5.0,10.0,0.0,0.666666667,0.75,7.5,7.5,2.5,4.130952381,,0.0,0.0,0.0,10.0,10.0,10.0,0.0,3.333333333,6.118901874,118.0,3.487887387,9.581704339,4.0,10.0,10.0,10.0,6.767397932000001,6.822563237000001,6.23140069,7.435712795,5.0,7.5,4.785814418,8.855314534,7.764705817,7.287250156,0.5365853660000001,5.2656016039999995,9.961595769,7.133846847999999,9.632801261000001,10.0,9.182060969,9.48,9.06,7.2928,8.610933333,6.712476024,5.878712993,6.295594508,10.0,7.456231853999999,6.153846154,0.7743794890000001,4.794819166,7.425336752000001,10.0,5.275,10.0,8.425,8.333333332999999,5.687466921,7.695705635,8.0,9.585570982,10.0,8.217012812,6.084863737999999,7.777777778,9.672090694,6.596744697999999,8.534180978,9.697348185,8.060501012000001,8.234171275,7.37,48.0,6.744450937000001
475,2012,DOM,Dominican Rep.,Latin America & the Caribbean,4.9,4.8,3.8,4.474603175,1.066425733,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,6.855475244,5.0,5.0,10.0,6.666666667,10.0,7.5,8.75,9.666666667000001,8.238888889,8.885185185,7.5,5.0,10.0,7.5,8.75,7.5,7.5,7.5,10.0,7.5,8.75,7.5,10.0,10.0,7.666666667,5.0,10.0,10.0,10.0,8.952380952,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.032942885,83.0,8.352941176,9.294068986000001,6.0,9.0,7.0,8.0,7.91175254,2.29885623,3.636365806,4.714014968,5.0,4.166666667,4.512744275,7.649814172,2.2215603969999997,3.69616173,1.0,4.210687138,9.422565113,8.990883499,9.262,10.0,9.418862153,8.88,8.54,6.4376,7.952533333,4.497759127,8.869415667,6.683587397,10.0,6.251861582999999,5.0,6.305661555,5.852507713,7.622157111,5.0,2.38,10.0,5.793333333,5.566666667000001,4.992124706,7.127444016,8.0,2.7788883269999998,10.0,6.410853952999999,4.186586206,4.444444444,9.075155979,3.356118255,7.273287868,6.368178223999999,5.78396183,5.996049705,7.03,69.0,7.031471442999999
476,2015,KOR,"Korea, South",East Asia,7.57290728,8.104340781,7.066662442,7.581303501,9.711426305,10.0,10.0,7.5,10.0,9.99607958,9.499215916,10.0,7.5,10.0,10.0,10.0,9.166666667000001,9.459102962000001,10.0,5.0,10.0,8.333333332999999,,,10.0,8.755555556000001,9.027777777999999,9.261111111,10.0,10.0,,,7.5,,,10.0,,,10.0,9.5,10.0,10.0,6.666666667,6.5,10.0,10.0,10.0,9.023809523999999,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.796927013,27.0,4.9,7.0351296539999995,10.0,6.0,5.0,5.5,6.858782413999999,4.816287835,4.703484943,6.447045445,6.666666667,8.333333332999999,7.507404125,8.219626884,7.166666985,6.516184211000001,0.923076923,6.450502182,9.064741613999999,9.726257595,9.858767425,10.0,9.662441657999999,9.593333333,7.22,0.0,5.604444443999999,5.2123563289999995,9.589943005,7.401149667,10.0,5.4016941979999995,6.153846154,10.0,7.185180117000001,7.5476935570000006,8.0,9.949,10.0,9.316333333,5.566666667000001,3.754166663,6.617499828,10.0,2.517253846,0.0,4.742597834,3.317271332,10.0,9.718568673,4.426337496,9.992217882,7.892646624,7.557840334,7.2055905010000005,7.55,32.0,8.173463506000001
477,2012,IND,India,South Asia,4.1,3.9,4.5,4.131746032,8.496420438,0.0,9.892061579,5.0,9.930328257000001,9.896917489,6.943861465,10.0,2.5,5.0,5.0,5.0,5.833333333,7.091205079,5.0,10.0,10.0,8.333333332999999,10.0,10.0,10.0,9.26,5.277777778,8.179259259,10.0,10.0,10.0,10.0,10.0,7.5,10.0,8.75,10.0,10.0,10.0,9.75,9.683310257,9.976248269,6.666666667,5.25,7.5,5.0,10.0,7.725175028,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.20451454,74.0,7.147058824,9.111149114,7.0,8.0,7.0,7.5,7.6895519839999995,6.239488945,4.663630683,5.6277367620000005,6.666666667,6.666666667,2.5938544080000003,6.867454888999999,4.954549333,6.083346562000001,0.962962963,5.492304384,9.418457592000001,9.35480987,8.138,0.0,6.727816865,7.753333333,7.26,3.2048,6.072711111,5.62556648,7.574231567000001,6.599899024,10.0,5.740857866,0.0,0.33187692399999996,2.02424493,6.174213766,2.0,8.823297299,10.0,6.9410991,10.0,5.237701533,7.152098053,10.0,6.299740913,10.0,8.114923417,3.468986475,3.111111111,8.230847214,3.603581915,3.4006690089999996,7.276133668,4.848554899,6.6348591379999995,6.54,103.0,6.87225727
478,2009,NER,Niger,Sub-Saharan Africa,,,,4.723929,8.052111982000001,10.0,10.0,5.0,9.620587264,9.962058726,8.916529198,9.8,7.5,,,5.0,7.433333332999999,8.133991503999999,5.0,5.0,10.0,6.666666667,10.0,6.666666667,8.333333332999999,7.911111111,8.055555556,8.1,7.5,7.5,10.0,6.666666667,8.333333332999999,7.5,6.666666667,7.083333333,10.0,10.0,10.0,8.083333332999999,10.0,10.0,5.0,4.5,10.0,6.666666667,10.0,8.023809523999999,,,,5.0,10.0,10.0,10.0,,7.5,7.051861078,83.0,6.558823529,9.839237057,7.0,,,,7.799353528999999,,4.4,,5.0,3.333333333,2.735912589,5.722703077999999,,,0.76,3.7297830239999996,8.148620736,8.725609021,9.138755981000001,0.0,6.503246433999999,3.819516225,7.62,7.2868,6.242105408,,1.221446048,1.221446048,10.0,,0.0,0.0,0.0,4.365887863999999,10.0,9.382309654,10.0,9.794103218,0.0,,,6.0,7.1879107179999995,0.0,3.29697768,,,6.200169831,,2.339599645,6.973481854,5.171083777,6.087388225,5.7,127.0,6.375930539
479,2009,PNG,Pap. New Guinea,Oceania,,,,4.234173999999999,6.861761499,10.0,10.0,7.5,10.0,10.0,9.5,10.0,2.5,,,10.0,7.5,7.953920500000001,10.0,10.0,10.0,10.0,,,,6.1111111110000005,4.488888889,5.3,,,,,,,,,,,,,10.0,10.0,4.0,4.25,,,,7.0625,,,,10.0,0.0,10.0,5.0,,7.5,6.779836125,93.0,7.7977607970000005,9.116076293999999,8.0,5.0,3.0,4.0,7.2284592729999995,,3.8,,7.5,4.166666667,1.010607601,6.96282759,,,0.9259259259999999,4.5143899869999995,7.8006170820000005,6.726233925,8.616334935,5.0,7.035796486000001,6.613333333,9.0,4.88,6.831111111,,6.173805449,6.173805449,10.0,,7.692307692000001,1.8806359019999999,4.786471797,6.947847089,10.0,6.860215704,10.0,8.953405235,7.766666667000001,,,10.0,6.7861836779999996,10.0,8.638212586,,,8.18122783,,7.2395997,7.825390665,7.748739398,8.44678574,6.83,75.0,6.8049180620000005
480,2012,KAZ,Kazakhstan,Caucasus & Central Asia,4.8,4.7,4.0,4.506349206,7.007300732000001,0.0,10.0,7.5,9.960297195,9.964267476,7.484912934,10.0,10.0,10.0,10.0,10.0,10.0,8.164071222,5.0,5.0,10.0,6.666666667,2.5,7.5,5.0,8.36,5.738888889,6.366296296,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,7.5,7.5,7.5,3.0,10.0,10.0,0.333333333,2.0,7.5,5.0,7.5,6.047619048,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,6.375663307999999,107.0,5.852941176,9.026556745,6.0,10.0,8.0,9.0,7.46987448,3.978320544,4.582514171000001,5.428254607,8.333333332999999,5.833333333,6.339410345,9.532446413999999,4.879074333,6.994855837,0.962962963,6.096258795,8.111536482,6.756138224,8.978,10.0,8.461418677000001,7.746666667,8.1,5.516,7.120888889,5.851063341000001,0.6913638559999999,3.2712135989999997,10.0,5.274349194,2.307692308,0.0,2.527347167,5.729862413999999,8.0,10.0,10.0,9.333333332999999,10.0,5.999814504,7.6121272179999995,10.0,9.251725385,3.0,7.643944518,4.439093556,6.0,9.609498938,4.847031682,8.200711925,7.892646624,6.831497121,7.936258324,7.14,62.0,6.757831653999999
481,2008,SVN,Slovenia,Eastern Europe,8.166666667000001,5.958061292999999,5.920493786000001,6.7,9.802424059,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,,,10.0,10.0,9.767474686,10.0,10.0,10.0,10.0,10.0,3.333333333,6.666666667,8.277777777999999,6.6166666670000005,7.1870370370000005,10.0,10.0,10.0,6.666666667,8.333333332999999,7.5,6.666666667,7.083333333,10.0,6.666666667,8.333333332999999,8.75,10.0,10.0,7.666666667,7.5,10.0,10.0,10.0,9.30952381,,,,10.0,10.0,10.0,10.0,,10.0,8.641524756,37.0,4.294117647,4.629528884,8.0,4.0,0.0,2.0,4.730911633,5.749624356,4.739315833,6.414621405,9.166666667000001,7.5,4.228332095,4.342577525,6.359472418999999,8.245796874,0.9259259259999999,6.071632042999999,9.281533327,9.543650669,8.869630746,10.0,9.423703686,9.606666667,8.88,5.608,8.031555556,7.032052234,7.176415525,7.10423388,10.0,5.722860853999999,6.923076922999999,6.416287196,6.354074991,7.872466107,8.0,8.779860905,10.0,8.926620302,2.2,3.387711991,5.741632098999999,4.7,6.569869118,10.0,5.433202201,4.719440216000001,2.916666667,9.66594183,7.16692108,7.56153893,7.0855751179999995,6.519347307,6.95972327,7.01,65.0,7.825762377999999
482,2014,ALB,Albania,Eastern Europe,5.569808822000001,5.041787175,4.30296414,4.971520046,8.397685546,10.0,10.0,10.0,9.884623976,9.861548771,9.949234549,10.0,7.5,5.0,5.0,5.0,7.5,8.615640032,5.0,10.0,5.0,6.666666667,,,10.0,9.704444444,9.861111111,9.855185185,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,5.0,5.75,10.0,10.0,10.0,8.678571429,,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.333333332999999,7.750165681,53.0,8.141176471,7.442922294,8.0,9.0,7.0,8.0,7.896024691,2.725700738,3.113089633,3.413995113,8.33333333,4.166666667,4.387,6.231362155,4.540075638999999,6.256124966000001,0.9459459459999999,4.66674035,9.417392709,9.426240911,9.673644402,10.0,9.629319505,9.64,9.24,8.0392,8.973066667000001,6.274729057,9.223080654,7.748904855,10.0,5.712008099,4.615384615,8.296923098999999,6.208105271,8.232519198,5.0,6.707999999999999,10.0,7.236000000000001,5.566666667000001,6.149367496,7.197824467999999,8.0,6.3046745920000005,10.0,7.20308887,5.866722987,6.0,9.714662631,3.77203481,7.194430977000001,5.998270451000001,6.424353643,6.954480837999999,7.48,38.0,7.61508284
483,2016,PRT,Portugal,Western Europe,8.170779606,6.920652248,6.405392964,7.165608272,9.745626863,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.915208954,10.0,10.0,10.0,10.0,,,10.0,9.482222222,8.794444444,9.425555556,10.0,10.0,,,10.0,,,10.0,,,7.5,9.5,10.0,10.0,8.666666667000001,8.25,10.0,10.0,10.0,9.55952381,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9.043712243,14.0,5.420588235,4.719198936000001,10.0,4.0,1.0,2.5,5.659946793,6.52775526,3.022828698,6.152745883,10.0,8.333333332999999,5.297116834,7.58150873,7.851490975,8.045332432,1.0,6.979123572000001,7.926290505,9.598598502,9.878522,10.0,9.350852752,9.0,8.96,6.8384,8.266133332999999,7.550303937000001,9.963313765,8.756808851,10.0,7.089840571,4.615384615,7.743794892,6.483006692999999,8.376487219,8.0,7.210676775,10.0,8.403558925,2.233333333,3.500438532,6.445578733,6.0,7.03979273,10.0,5.869857221,3.2853015269999997,8.666666667000001,9.817857962,5.562755782999999,9.074357291,7.276133668,7.28051215,7.184642765,7.51,36.0,8.276856122
484,2009,TGO,Togo,Sub-Saharan Africa,,,,4.247778,6.158368531,10.0,10.0,7.5,10.0,10.0,9.5,8.8,10.0,,,0.0,6.266666667000001,7.308345066,5.0,0.0,10.0,5.0,7.5,6.666666667,7.083333333,9.888888889,8.705555556,8.559259259,10.0,5.0,7.5,6.666666667,7.083333333,5.0,3.333333333,4.166666667,5.0,3.333333333,4.166666667,6.083333333,10.0,10.0,2.0,3.0,6.666666667,6.666666667,10.0,6.904761905,,,,5.0,0.0,0.0,0.0,,2.5,5.793766216,123.0,8.411764706,9.389147715,4.0,,,,7.266970807000001,,4.0,,0.0,5.0,3.147057395,0.726753915,,,0.8275862070000001,2.352799998,8.099579885,8.821283454,9.609026186,0.0,6.632472381,7.086666667,7.62,7.2868,7.331155556000001,,6.4039354710000005,6.4039354710000005,10.0,,0.7692307690000001,0.22125128300000002,0.49524102600000003,6.0575830129999995,5.0,6.939425900000001,10.0,7.313141967000001,1.6666666669999999,,,8.0,7.087478957999999,0.0,4.188536406,,,4.131613912,,4.153426281000001,6.973481854,5.086174016,5.529284129,5.57,129.0,5.681883107999999
