,year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score
159,2011,MAR,Morocco,Middle East & North Africa,2.933333333,5.390035051,3.5418598880000003,4.0,9.463157886,5.0,10.0,5.0,9.82754505,9.853920513,7.936293113,10.0,10.0,0.0,0.0,0.0,6.666666667,8.022039222,5.0,10.0,10.0,8.333333332999999,2.5,2.5,2.5,9.666666667000001,7.594444444,6.587037037000001,7.5,7.5,10.0,7.5,8.75,5.0,7.5,6.25,7.5,7.5,7.5,7.5,10.0,9.391335472,1.6666666669999999,3.75,10.0,7.5,7.5,7.115428877,,10.0,10.0,10.0,0.0,0.0,0.0,,5.0,6.45908973,106.0,5.970588235,7.27520436,8.0,5.0,5.0,5.0,6.561448148999999,4.169408243,4.857511948,6.014138525,6.666666667,8.333333332999999,5.089874603,6.643160888,5.562493758,6.898868277999999,0.8275862070000001,5.506665097999999,9.712232305,9.158263552000001,9.816,0.0,7.171623964,8.64,7.14,1.5916,5.790533333,5.870692697999999,8.243222625,7.056957662,10.0,6.806383063999999,0.7692307690000001,7.190666685,4.922093506,6.942396125,5.0,8.478013387,8.0,7.159337796,1.1,4.880955903,6.861603443,8.0,5.285869923,1.0,4.521404878,4.063741193,6.0606060610000005,9.452982398,5.171572705,8.939038393999999,7.332180301,6.836686842000001,6.172476505,6.47,107.0,6.464544865
160,2014,ESP,Spain,Western Europe,8.160166233,6.418713489,6.1512636039999995,6.910047775,9.722280898,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,7.5,9.166666667000001,9.629649188,10.0,10.0,10.0,10.0,,,10.0,9.628888889,8.516666667,9.381851852,10.0,7.5,,,10.0,,,10.0,,,10.0,9.5,10.0,10.0,8.0,6.5,10.0,10.0,10.0,9.214285713999999,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.944537998,19.0,4.408823529,4.351611189,10.0,4.0,4.0,4.0,5.69010868,4.231635431,4.030986105,5.564618707,8.333,8.333,5.497000000000001,7.758620983999999,8.009479537999999,7.078947226,1.0,6.537476444,9.615710308999999,9.757817687000001,9.970593637999999,10.0,9.836030409,9.813333333,8.94,6.5444,8.432577777999999,6.559008182,9.963313765,8.261160972999999,10.0,6.629055436,3.076923077,7.743794892,5.816591135,8.127582472,10.0,7.021,10.0,9.007,2.233333333,2.8523646019999997,4.9688864960000005,8.0,5.061387538,10.0,5.519328662,2.91348363,7.555555556,9.453213454,4.485371373,7.566217516,8.228926418,6.700461324,7.075596662000001,7.45,42.0,8.197268999
161,2016,NGA,Nigeria,Sub-Saharan Africa,3.810968197,4.990419908,4.179642052,4.327010051999999,6.060660057000001,0.0,5.644918717,2.5,6.121647779,8.757995337999999,4.604912367,7.0,7.5,0.0,0.0,0.0,4.833333333,5.1663019189999995,5.0,10.0,5.0,6.666666667,,,10.0,6.477777777999999,5.505555556,7.327777778,7.5,7.5,,,10.0,,,10.0,,,10.0,9.0,10.0,9.892467129,5.333333333,4.5,10.0,10.0,7.5,8.175114352000001,,5.0,5.0,5.0,0.0,0.0,0.0,5.0,3.333333333,5.823617206000001,128.0,9.47723803,9.867493736,2.0,9.0,5.0,7.0,7.086182942000001,4.375132322,3.038399617,4.627563158,3.333333333,3.333333333,4.47515801,5.246374545,3.262872298,3.44468236,0.846153846,3.603779382,8.961600304,9.021117374,6.8608,5.0,7.46087942,,7.58,6.9024,7.2412,6.29415989,0.0,3.147079945,8.446115288,6.523021063,5.833333333,1.991261544,4.782538647,5.90423347,10.0,6.96810537,9.0,8.656035122999999,10.0,6.297634443,7.390366395,10.0,10.0,10.0,8.94800014,2.917406558,1.111111111,9.092358934,2.374690493,9.087096009,5.960158741,5.090470308,7.56483519,6.32,118.0,6.071808602999999
162,2009,CAF,Central Afr. Rep.,Sub-Saharan Africa,,,,3.730815,2.097049616,5.0,8.032194807,7.5,7.123977025,9.364247553,7.404083877000001,6.0,10.0,,,5.0,7.0,5.500377831000001,5.0,0.0,10.0,5.0,7.5,10.0,8.75,9.715555556,6.711111111,8.392222222000001,7.5,7.5,7.5,3.333333333,5.416666667,7.5,10.0,8.75,10.0,0.0,5.0,6.833333333,10.0,10.0,3.666666667,4.25,10.0,6.666666667,10.0,7.797619048,,,,0.0,10.0,10.0,10.0,,5.0,5.610115668,126.0,9.529411765,9.716076294,4.0,5.0,,5.0,7.061372015,,3.2,,0.9,,0.508171469,3.582557188,,,0.692307692,1.732654139,9.550623177,9.346646712,9.29601958,0.0,7.048322367000001,5.713333333,6.44,6.2264,6.126577778,,1.7655491019999998,1.7655491019999998,10.0,,1.5384615380000002,0.0,0.7692307690000001,4.665339412,5.0,7.812054262999999,9.0,7.2706847539999995,2.766666667,,,4.0,8.393091839,0.0,3.7899396260000002,,,5.3601119960000005,,6.551306013,4.35049946,5.420639156,5.493754512000001,5.2,133.0,5.405057834
163,2008,FIN,Finland,Western Europe,9.666666667000001,7.884438672000001,8.673984611,8.7,8.999981579,10.0,10.0,10.0,10.0,9.962359311,9.992471862,10.0,10.0,,,10.0,10.0,9.664151147,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.017777778,8.933333333,9.317037037,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.25,10.0,10.0,10.0,9.75,,,,10.0,10.0,10.0,10.0,,10.0,9.49774149,3.0,2.920588235,4.697547684,10.0,4.0,2.0,3.0,5.15453398,9.130192178,7.029913333,9.093560904,10.0,10.0,7.006558738,8.387694602,9.392206045,9.147149227,1.0,8.798586113999999,9.114475652000001,9.563322011,9.186809669,10.0,9.466151833,9.606666667,8.88,5.608,8.031555556,8.130459424,8.994303672000001,8.562381548,10.0,8.320107097000001,3.076923077,6.416287196,5.937772457,8.13292739,10.0,9.51305542,10.0,9.83768514,5.6,4.491219496,3.706091275,6.0,7.589637757999999,3.0,5.064491422,5.453813414,3.7908496730000003,9.518709346,9.339404951,9.783367548,7.276133668,7.527046433,7.476407665,7.81,12.0,8.653870745
164,2014,TLS,Timor-Leste,South Asia,,,,3.3416369180000003,8.420599253999999,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,5.0,5.0,5.0,7.5,8.473533085,5.0,10.0,0.0,5.0,,,,7.6444444439999995,6.016666667000001,6.830555556,,,,,,,,,,,,,10.0,10.0,6.333333333,7.25,,,,8.395833332999999,,5.0,5.0,5.0,10.0,10.0,10.0,5.0,6.666666667,6.315424445,109.0,0.0,8.152412216,8.0,10.0,10.0,10.0,6.538103054,3.8501882660000004,3.216529876,2.997392829,5.73,,0.0,,4.292972477,4.733810622,1.0,3.54584201,7.788547312,7.476638739,9.911290323,10.0,8.794119092999999,9.366666667,9.5,10.0,9.622222222000001,4.288466529,5.1047537819999995,4.696610155,,5.341915865,8.461538462,,6.901727162999999,7.073519847000001,,10.0,9.0,9.5,3.333333333,4.161840874,5.747952389,8.0,10.0,10.0,6.873854432999999,5.090579987,4.0,9.195287031,3.5116332139999997,7.542457237000001,6.906225895,6.041030561,7.471628331000001,6.68,97.0,6.497712223
165,2011,ROU,Romania,Eastern Europe,7.033333333,5.860435166,5.980678832000001,6.3,9.339672705,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.779890902,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.777777777999999,8.75,8.675925926,10.0,7.5,10.0,7.5,8.75,5.0,5.0,5.0,10.0,7.5,8.75,8.0,10.0,10.0,6.0,6.25,10.0,10.0,10.0,8.892857142999999,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,8.576851032,40.0,6.158823529,6.286103542,7.0,10.0,3.0,6.5,6.486231768,2.815751947,2.71958617,4.751063803,8.333333332999999,6.666666667,4.849985116,9.11416634,4.064947583,6.849397088,1.0,5.573877561000001,9.539593473,8.999738019,8.842,10.0,9.345332873,9.65768705,8.94,6.2264,8.274695683,4.764672652,8.346711621,6.555692137,10.0,4.913703473,7.692307692000001,6.416287196,6.340766121000001,7.792788485,10.0,7.819527367,10.0,9.273175789,3.333333333,4.307626313,6.317699515,8.0,10.0,10.0,6.99310986,3.004401717,6.818181817999999,9.647799378,4.234626421000001,6.094714444,7.578785483,6.229751544,7.498679064,7.34,42.0,7.958425516
166,2008,RUS,Russia,Eastern Europe,3.9,4.958974582,3.951724273,4.3,3.363860423,5.0,9.056575244,5.0,9.77815507,9.673537671,7.701653597000001,10.0,10.0,,,10.0,10.0,7.021838007,0.0,10.0,10.0,6.666666667,5.0,10.0,7.5,9.826666667000001,4.533333333,7.286666667,2.5,5.0,2.5,3.333333333,2.916666667,10.0,6.666666667,8.333333332999999,10.0,10.0,10.0,5.75,7.197748251,9.859887413,2.333333333,1.75,10.0,10.0,10.0,7.305852713999999,,,,10.0,10.0,10.0,10.0,,10.0,6.531378106,102.0,3.729411765,6.36239782,10.0,10.0,7.0,8.5,7.147952396,2.8236895860000004,2.976035833,3.4508172569999997,7.5,6.666666667,7.532699088999999,9.154461664,3.523456071,6.247710142000001,1.0,5.5417262560000005,7.652741988,8.898315502,7.1784492989999995,10.0,8.432376697,0.0,7.84,4.944,4.2613333330000005,4.3305156910000004,4.898267335,4.614391513,10.0,4.1225411780000005,3.333333333,1.3275076959999998,2.927794069,5.4508797289999995,5.0,9.380626142,7.0,7.1268753810000005,6.7,5.388582612,6.93298587,6.0,8.423993918999999,3.0,6.074260400000001,2.38926748,6.751361162,9.005240688999999,3.663505127,1.125772015,6.41301553,4.891360334,6.030832038,6.52,90.0,6.525689053
167,2013,KAZ,Kazakhstan,Caucasus & Central Asia,4.8,4.7,4.0,4.506349206,7.396447325,0.0,10.0,5.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.132149108,5.0,5.0,5.0,5.0,2.5,7.5,5.0,8.686666667,6.433333332999999,6.706666667,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,7.5,7.5,7.5,4.166666667,10.0,10.0,0.333333333,1.75,7.5,5.0,7.5,6.011904762,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.348148387999999,111.0,6.794117647,8.652578907999999,6.0,10.0,8.0,9.0,7.611674139,4.064125064,4.406229936,5.18570427,8.333333332999999,5.833333333,6.339410345,9.759237264,4.693214214,6.33825195,0.783783784,5.445776907999999,9.862084344,7.20288125,8.832659533,10.0,8.974406282,4.966666667,8.18,6.1416,6.429422222,5.679850008,0.8162518609999999,3.2480509339999997,10.0,5.2597487030000005,2.307692308,1.65938462,3.0756085439999996,5.688270425,8.0,10.0,10.0,9.333333332999999,10.0,5.721499271,7.833507025,10.0,9.251725385,3.0,7.63445528,4.233101924,6.0,9.674582447999999,4.491575887,8.372306466,7.892646624,6.777368891,7.915052502000001,7.13,65.0,6.739074194
168,2010,TGO,Togo,Sub-Saharan Africa,,,,4.247778,6.158368531,10.0,10.0,7.5,10.0,10.0,9.5,8.8,10.0,,,0.0,6.266666667000001,7.308345066,0.0,5.0,10.0,5.0,7.5,6.666666667,7.083333333,9.926666667000001,8.705555556,8.571851852,10.0,5.0,7.5,6.666666667,7.083333333,5.0,3.333333333,4.166666667,5.0,3.333333333,4.166666667,6.083333333,10.0,10.0,2.333333333,3.0,6.666666667,6.666666667,10.0,6.952380952,,,,5.0,0.0,0.0,0.0,,2.5,5.79978738,130.0,9.058823529,9.64986376,2.0,,,,6.902895762999999,,3.9,,0.0,5.0,3.147057395,0.726753915,,,0.8275862070000001,2.3345241359999997,8.292647996,8.835692142000001,9.633166134,0.0,6.690376568,7.24,7.62,7.2868,7.382266667000001,,6.4039354710000005,6.4039354710000005,10.0,,0.7692307690000001,0.22125128300000002,0.49524102600000003,6.070360791000001,5.0,10.0,10.0,8.333333332999999,1.6666666669999999,,,8.0,7.5681075,0.0,4.308693542,,3.484848485,3.860787541,,4.08002206,6.973481854,4.599784985,5.74727062,5.55,140.0,5.67489369
169,2013,BDI,Burundi,Sub-Saharan Africa,,,,3.5994370000000004,7.833375312,10.0,10.0,2.5,9.895835352,9.791670703,8.437501211,10.0,7.5,5.0,0.0,2.5,6.666666667,7.64584773,5.0,5.0,5.0,5.0,10.0,10.0,10.0,9.371111111,7.127777778,8.832962963,7.5,7.5,10.0,5.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,8.333333332999999,10.0,10.0,2.0,2.75,7.5,10.0,10.0,7.464285714,,5.0,10.0,7.5,0.0,0.0,0.0,10.0,5.833333333,6.357712717,109.0,5.147058824,10.0,2.0,8.0,5.0,6.5,5.9117647060000005,1.045913446,3.186270965,2.9343241769999997,2.9,,2.65461566,8.513441578,1.930255991,4.153009218,0.897435897,3.2396145780000003,8.821390531,9.529189137000001,8.409865134,5.0,7.940111201000001,8.066666667,7.44,5.1872,6.897955556,4.102466086000001,4.79653136,4.4494987230000005,10.0,3.3666874389999997,0.7692307690000001,10.0,4.711972736,6.514856754,5.0,0.0,10.0,5.0,10.0,3.792639326,6.901056075,8.0,7.755176154,10.0,7.741478592000001,3.571839447,2.666666667,9.6991575,2.9801596889999997,9.286648032999999,6.928644547999999,5.8555193139999995,6.198999302000001,5.96,131.0,6.1588563579999995
170,2013,FIN,Finland,Western Europe,9.7,7.5,8.5,8.56031746,9.345180898999999,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.781726966,10.0,10.0,10.0,10.0,10.0,7.5,8.75,8.908888889,9.355555556,9.004814815,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.666666667000001,9.25,10.0,10.0,10.0,9.702380952,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.456230683,3.0,2.6176470590000003,3.438503251,8.0,4.0,3.0,3.5,4.389037577,9.281800428,8.000969705,8.977692734,10.0,10.0,6.830351106,8.080379451,9.553437702,8.898011955,1.0,8.846960342000001,8.989836217999999,9.504192187000001,9.704812667,10.0,9.549710268,9.633333333,8.9,6.216,8.249777778,6.835728327000001,8.972904664,7.904316495,10.0,6.669750897999999,3.076923077,7.743794892,5.830156289,7.996062641,10.0,8.447442847000001,10.0,9.482480949,3.9,4.163495684,2.279962704,8.0,10.0,3.0,5.223909731,5.842312487,7.555555556,9.517264153,9.093431016,9.874473918,8.957532638,8.473428295,7.726606325,7.7,15.0,8.578115342
171,2010,HRV,Croatia,Eastern Europe,6.3,5.120393056,5.2729957160000005,5.6,9.427007317000001,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,9.809002439,10.0,5.0,10.0,8.333333332999999,,,,9.584444443999999,6.1111111110000005,7.847777777999999,,,,,,,,,,,,,10.0,10.0,7.0,5.75,,,,8.1875,,,,10.0,10.0,10.0,10.0,,10.0,8.148326999,48.0,4.323529412,4.788010899,8.0,3.0,0.0,1.5,4.652885078,3.42366675,2.805561167,4.880196833,8.333333332999999,7.5,5.3981951189999995,6.390923114,6.158259833,6.965993332999999,0.962962963,5.65509231,9.644360767,9.233863671,9.790386699999999,5.0,8.417152785,9.52,9.04,7.6384,8.7328,5.628742333,7.488635536,6.558688935,10.0,4.435158,4.615384615,6.637538479,5.229360365,7.630212325,10.0,7.850752808999999,9.0,8.950250936,2.233333333,3.657251833,6.915841082999999,8.0,7.505751282,10.0,6.3853629220000006,2.052877,6.2121212120000004,9.640302594,4.331606595,4.678675338,7.802972012000001,5.786425792,7.040679882999999,6.68,88.0,7.414163499
172,2011,GEO,Georgia,Caucasus & Central Asia,5.333333333,6.140106958,6.572590862999999,6.0,8.232372584,10.0,10.0,2.5,9.913978495,9.948387097000001,8.472473118,10.0,7.5,5.0,5.0,5.0,7.5,8.068281901,10.0,5.0,5.0,6.666666667,7.5,10.0,8.75,10.0,7.3611111110000005,8.703703704,10.0,7.5,5.0,7.5,6.25,7.5,7.5,7.5,10.0,10.0,10.0,8.25,10.0,10.0,5.666666667,4.75,10.0,7.5,10.0,8.273809523999999,,5.0,5.0,5.0,10.0,10.0,10.0,,7.5,7.456488465,69.0,5.9117647060000005,7.14416446,4.0,10.0,10.0,10.0,6.763982292000001,3.625518333,3.6936449999999996,3.45145,4.5,,6.499992719,9.929330401,6.817286667,6.915796667,1.0,5.679127472999999,9.888485292,7.945112132999999,8.292,10.0,9.031399356,9.72,9.7,7.906000000000001,9.108666667,6.588711667,8.785572658,7.687142162000001,10.0,5.618925833,7.692307692000001,8.296923098999999,7.202718875,8.499631926000001,10.0,9.131713676,10.0,9.710571225,10.0,6.6757416670000005,7.266435,8.0,9.251725385,1.0,7.032317009,5.921443332999999,7.878787879,9.896049966,7.074369762000001,9.680747015,6.861388589,7.885464423999999,8.209450886,7.64,22.0,7.548244232
173,2012,ISR,Israel,Middle East & North Africa,,,,6.590184,9.303815184,10.0,7.303162463,5.0,9.410066789,7.724543327999999,7.887554516000001,9.5,10.0,10.0,10.0,10.0,9.833333332999999,9.008234344,0.0,0.0,10.0,3.333333333,7.5,7.5,7.5,8.555555556,9.35,8.468518519,10.0,10.0,10.0,10.0,10.0,7.5,10.0,8.75,10.0,10.0,10.0,9.75,0.0,6.207572214,7.666666667,6.25,10.0,10.0,10.0,7.160605554,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.770850327000001,52.0,3.279411765,7.462421366,10.0,5.0,5.0,5.0,6.435458282999999,7.942774099,5.248507194,6.638579739,4.166666667,8.333333332999999,3.462740316,6.0695697310000005,5.780986757000001,6.86852668,0.962962963,5.944689875,8.600212118,9.309263283,9.658,10.0,9.39186885,9.766666667,8.86,4.8928,7.8398222220000005,5.310472865,8.701729647999999,7.006101256,10.0,6.709663484,5.384615385,7.633169251,6.57581604,7.85543488,10.0,7.628172572,10.0,9.209390857,8.9,5.2290911939999996,6.3836447970000005,8.0,2.517253846,0.0,5.171664973,3.375746626,8.444444444,9.508700244,6.822779969,7.337872462999999,7.36580828,7.142558671000001,7.174538167000001,7.36,40.0,7.565425163
174,2012,ZAF,South Africa,Sub-Saharan Africa,5.4,5.3,4.5,5.065079365,0.0,5.0,10.0,2.5,9.968552399,9.984905151,7.49069151,10.0,10.0,10.0,10.0,10.0,10.0,5.830230502999999,10.0,10.0,10.0,10.0,7.5,10.0,8.75,8.5,5.877777778,7.7092592589999995,10.0,10.0,10.0,5.0,7.5,7.5,2.5,5.0,7.5,7.5,7.5,8.0,10.0,10.0,6.666666667,6.25,10.0,10.0,7.5,8.630952381,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.157848631,79.0,4.470588235,8.205450608,8.0,6.0,5.0,5.5,6.544009711,7.468871319,6.823932038,7.707856205,8.333333332999999,4.166666667,3.925506183,7.56017899,4.585509132,2.7517197319999998,1.0,5.924841511,9.261156525,9.225299569,8.918,5.0,8.101114023,8.66,8.48,3.6464,6.9288,6.1581984489999995,7.511787565,6.8349930070000005,10.0,6.423169989,0.7692307690000001,7.965046175,5.052482311,7.20406883,10.0,7.045532698,10.0,9.015177566,4.433333333,1.5488074509999998,2.843516761,8.0,8.273212426,10.0,5.8498116620000005,3.203271062,4.0,9.388534554,5.482788987999999,9.629606867,7.758134706,6.57705603,7.147348419,6.98,72.0,7.068924316
175,2014,ETH,Ethiopia,Sub-Saharan Africa,2.32956315,3.5765816310000003,3.8807385639999996,3.262294448,6.975355042,5.0,9.914412967,5.0,9.969188668,9.987675467,7.97425542,2.6,10.0,5.0,5.0,5.0,5.8666666670000005,6.938759042999999,5.0,5.0,10.0,6.666666667,,,2.5,9.355555556,6.4805555560000005,6.112037037,0.0,0.0,,,2.5,,,2.5,,,2.5,1.5,10.0,8.25402452,0.666666667,1.0,7.5,7.5,2.5,5.345813027,,10.0,10.0,10.0,0.0,0.0,0.0,10.0,6.666666667,5.179381713,148.0,8.341176471,9.105664995,2.0,7.0,3.0,5.0,6.1117103660000005,3.939281695,4.026528077,4.55230757,1.6666666669999999,7.5,5.547000000000001,7.012101102999999,4.634725927,5.786456731,0.810810811,4.4933326430000005,8.657017347,4.691504835,8.521637104,0.0,5.467539821,3.84,6.54,5.2944,5.2248,4.777471966,0.9935195729999999,2.885495769,10.0,5.154178376,0.0,0.22125128300000002,1.791809886,4.975526414,2.0,10.0,5.0,5.666666667,6.666666667,4.98632297,6.771170876,10.0,7.047193248999999,10.0,7.57855896,3.960660883,1.333333333,8.13691263,3.889444362,8.812064244,6.569946101,5.450393592,6.231873072999999,5.46,146.0,5.319690856
176,2008,TGO,Togo,Sub-Saharan Africa,,,,4.247778,6.158368531,10.0,10.0,,10.0,10.0,10.0,8.8,10.0,,,0.0,6.266666667000001,7.4750117320000005,0.0,5.0,10.0,5.0,7.5,6.666666667,7.083333333,10.0,8.983333333,8.688888889,10.0,5.0,7.5,6.666666667,7.083333333,5.0,3.333333333,4.166666667,5.0,3.333333333,4.166666667,6.083333333,10.0,10.0,2.333333333,3.25,6.666666667,6.666666667,10.0,6.988095238,,,,5.0,0.0,0.0,0.0,,2.5,5.856729178999999,121.0,8.911764706,9.404377152999999,7.0,,,,8.438713952999999,,4.2,,0.0,5.0,3.147057395,0.693882792,,,0.7142857140000001,2.235589746,8.601163743999999,8.816252144,8.263606557000001,0.0,6.420255611,7.1333333329999995,7.62,7.287999999999999,7.347111111,,6.341491469,6.341491469,10.0,,0.7692307690000001,0.22125128300000002,0.49524102600000003,6.045960902000001,5.0,6.451131417999999,10.0,7.150377139,1.7,,,6.0,6.662575358,0.0,3.5906438389999997,,,3.7601964789999998,,4.074881181,6.973481854,4.936186505,5.225735828,5.67,124.0,5.76336459
177,2014,HUN,Hungary,Eastern Europe,7.191733258999999,5.3209524980000005,5.507910084,6.00686528,9.404891405,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.634963802,10.0,10.0,10.0,10.0,,,7.5,9.437777778,8.838888889,8.592222222,10.0,7.5,,,10.0,,,10.0,,,7.5,9.0,10.0,10.0,6.333333333,6.5,10.0,10.0,10.0,8.976190476000001,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.56729854,37.0,3.338235294,5.4317623710000005,6.0,10.0,3.0,6.5,5.317499416,4.348725418,3.251914218,4.0824962639999995,10.0,6.666666667,6.5760000000000005,8.044606395,5.24491905,6.678259225,1.0,6.099287471,8.07671782,9.929958941,9.952396285,10.0,9.489768262,9.8166,8.94,6.5444,8.433666667,7.322723464,9.963313765,8.643018615,10.0,7.615360062000001,3.8461538460000004,7.743794892,6.4017696,8.36961372,10.0,9.013,10.0,9.671,7.233333332999999,4.911255423,7.502599878,2.0,7.755176154,10.0,6.567060797999999,2.636439859,7.333333333,9.606850369,3.6741371910000002,7.99943405,6.895016568,6.357535228,7.531865342000001,7.36,49.0,7.96364927
